Contig	Start	End	Strand	Pos
NZ_CP026538.1	102841	104037	1	88
NZ_CP026538.1	104111	105031	-1	89
NZ_CP026538.1	105270	106463	-1	90
NZ_CP026538.1	106607	107716	1	91
NZ_CP026538.1	107720	109708	1	92
NZ_CP026538.1	109719	110936	-1	93
NZ_CP026538.1	110929	111924	-1	94
NZ_CP026538.1	112076	112666	-1	95
NZ_CP026538.1	112863	113459	-1	96
NZ_CP026538.1	113595	115007	1	97
NZ_CP026538.1	115253	115546	-1	98
NZ_CP026538.1	115654	116505	1	99
NZ_CP026538.1	116600	118639	-1	100
NZ_CP026538.1	118964	119389	-1	101
NZ_CP026538.1	119504	119956	-1	102
NZ_CP026538.1	120013	121116	-1	103
NZ_CP026538.1	121170	121880	-1	104
NZ_CP026538.1	121890	122258	-1	105
NZ_CP026538.1	122255	122641	-1	106
NZ_CP026538.1	123259	124440	1	107
NZ_CP026538.1	124907	125467	1	108
NZ_CP026538.1	125464	126345	1	109
NZ_CP026538.1	126365	128323	1	110
NZ_CP026538.1	128311	128796	1	111
NZ_CP026538.1	128783	129754	1	112
NZ_CP026538.1	129754	130800	1	113
NZ_CP026538.1	130811	131647	1	114
NZ_CP026538.1	131758	132249	1	115
NZ_CP026538.1	132365	133207	1	116
NZ_CP026538.1	133229	134665	1	117
NZ_CP026538.1	134658	135989	1	118
NZ_CP026538.1	136230	136556	1	119
NZ_CP026538.1	136620	137816	1	120
NZ_CP026538.1	137813	138340	1	121
NZ_CP026538.1	138440	139114	1	122
NZ_CP026538.1	139201	140454	-1	123
NZ_CP026538.1	140688	143354	1	124
NZ_CP026538.1	143444	145858	-1	125
NZ_CP026538.1	146088	146591	-1	126
NZ_CP026538.1	146613	147002	-1	127
NZ_CP026538.1	147063	149204	-1	128
NZ_CP026538.1	149353	149964	-1	129
NZ_CP026538.1	150125	152674	1	130
NZ_CP026538.1	152754	154070	1	131
NZ_CP026538.1	154098	155300	1	132
NZ_CP026538.1	155389	155925	1	133
NZ_CP026538.1	156004	156873	-1	134
NZ_CP026538.1	156991	157581	-1	135
NZ_CP026538.1	157659	158276	-1	136
NZ_CP026538.1	158435	158740	-1	137
NZ_CP026538.1	158911	159600	1	138
NZ_CP026538.1	159611	160978	-1	139
NZ_CP026538.1	161121	162386	-1	140
NZ_CP026538.1	162383	162835	-1	141
NZ_CP026538.1	163330	163755	1	142
NZ_CP026538.1	163817	165862	-1	143
NZ_CP026538.1	166101	166883	1	144
NZ_CP026538.1	167143	167406	1	145
NZ_CP026538.1	167274	167576	-1	146
NZ_CP026538.1	167657	168079	-1	147
NZ_CP026538.1	168193	169287	1	148
NZ_CP026538.1	169363	169872	1	149
NZ_CP026538.1	169926	171029	1	150
NZ_CP026538.1	171203	172450	1	151
NZ_CP026538.1	172461	172913	-1	152
NZ_CP026538.1	173038	173478	-1	153
NZ_CP026538.1	173633	174199	1	154
NZ_CP026538.1	174607	174891	-1	155
NZ_CP026538.1	175064	176791	-1	156
NZ_CP026538.1	177403	178545	1	157
NZ_CP026538.1	178545	179759	1	158
NZ_CP026538.1	179756	181084	1	159
NZ_CP026538.1	181184	183265	1	160
NZ_CP026538.1	183638	184114	1	161
NZ_CP026538.1	184167	186002	1	162
NZ_CP026538.1	186706	187182	1	163
NZ_CP026538.1	187220	187600	1	164
NZ_CP026538.1	187620	189092	1	165
NZ_CP026538.1	189111	190868	1	166
NZ_CP026538.1	191631	193112	1	167
NZ_CP026538.1	193185	196445	-1	168
NZ_CP026538.1	196442	197653	-1	169
NZ_CP026538.1	197869	198486	-1	170
NZ_CP026538.1	198483	199742	-1	171
NZ_CP026538.1	199774	201888	-1	172
NZ_CP026538.1	201919	202110	-1	173
NZ_CP026538.1	202101	202478	-1	174
NZ_CP026538.1	202478	202774	-1	175
NZ_CP026538.1	202803	205736	-1	176
NZ_CP026538.1	205761	206006	-1	177
NZ_CP026538.1	206224	206556	-1	178
NZ_CP026538.1	207227	208930	-1	179
NZ_CP026538.1	209170	211641	1	180
NZ_CP026538.1	212295	212912	1	181
NZ_CP026538.1	213254	213751	1	182
NZ_CP026538.1	213934	214320	-1	183
NZ_CP026538.1	214497	215627	1	184
NZ_CP026538.1	216017	218068	-1	185
NZ_CP026538.1	218437	218841	-1	186
NZ_CP026538.1	218976	219410	-1	187
NZ_CP026538.1	219518	220822	1	188
NZ_CP026538.1	220825	221274	1	189
NZ_CP026538.1	221368	221808	1	190
NZ_CP026538.1	222271	224172	1	191
NZ_CP026538.1	224417	224593	-1	192
NZ_CP026538.1	224860	225729	1	193
NZ_CP026538.1	226046	227911	-1	194
NZ_CP026538.1	228096	228245	-1	195
NZ_CP026538.1	228309	228725	-1	196
NZ_CP026538.1	228942	229427	-1	197
NZ_CP026538.1	229437	230135	-1	198
NZ_CP026538.1	230295	232484	-1	199
NZ_CP026538.1	233107	233469	-1	200
NZ_CP026538.1	233702	234346	-1	201
NZ_CP026538.1	234419	235081	-1	202
NZ_CP026538.1	235166	236389	-1	203
NZ_CP026538.1	236591	236854	-1	204
NZ_CP026538.1	236992	237207	-1	205
NZ_CP026538.1	237319	238296	-1	206
NZ_CP026538.1	238366	239097	-1	207
NZ_CP026538.1	239223	239447	1	208
NZ_CP026538.1	239528	240679	1	209
NZ_CP026538.1	240898	241746	1	210
NZ_CP026538.1	241833	242366	-1	211
NZ_CP026538.1	242332	244872	-1	212
NZ_CP026538.1	244936	245847	-1	213
NZ_CP026538.1	246043	246327	1	214
NZ_CP026538.1	246439	247320	1	215
NZ_CP026538.1	247317	248960	-1	216
NZ_CP026538.1	249085	249813	1	217
NZ_CP026538.1	249851	251557	-1	218
NZ_CP026538.1	251562	255296	-1	219
NZ_CP026538.1	255316	255684	-1	220
NZ_CP026538.1	255813	256169	1	221
NZ_CP026538.1	256448	257962	1	222
NZ_CP026538.1	257959	258639	1	223
NZ_CP026538.1	258798	262490	1	224
NZ_CP026538.1	262547	263455	1	225
NZ_CP026538.1	263452	265665	1	226
NZ_CP026538.1	265665	266837	1	227
NZ_CP026538.1	267331	268515	1	228
NZ_CP026538.1	268631	269785	-1	229
NZ_CP026538.1	269875	271098	-1	230
NZ_CP026538.1	271108	271494	-1	231
NZ_CP026538.1	271633	273015	1	232
NZ_CP026538.1	273018	273902	1	233
NZ_CP026538.1	274070	274456	1	234
NZ_CP026538.1	274646	275623	1	235
NZ_CP026538.1	275750	276697	-1	236
NZ_CP026538.1	276921	277775	1	237
NZ_CP026538.1	278210	278422	-1	238
NZ_CP026538.1	278508	278852	1	239
NZ_CP026538.1	278938	279681	-1	240
NZ_CP026538.1	279799	280041	-1	241
NZ_CP026538.1	280055	281533	-1	242
NZ_CP026538.1	281749	282738	-1	243
NZ_CP026538.1	283045	283680	-1	244
NZ_CP026538.1	283841	284626	-1	245
NZ_CP026538.1	284623	285546	-1	246
NZ_CP026538.1	285639	286328	-1	247
NZ_CP026538.1	286463	288163	-1	248
NZ_CP026538.1	288275	289150	1	249
NZ_CP026538.1	289212	289631	-1	250
NZ_CP026538.1	289606	289887	-1	251
NZ_CP026538.1	290070	290390	-1	252
NZ_CP026538.1	290487	290972	-1	253
NZ_CP026538.1	290969	291271	-1	254
NZ_CP026538.1	291398	294412	-1	255
NZ_CP026538.1	294412	294885	-1	256
NZ_CP026538.1	294995	296602	1	257
NZ_CP026538.1	296928	298787	-1	258
NZ_CP026538.1	298999	299604	1	259
NZ_CP026538.1	299657	300265	1	260
NZ_CP026538.1	300562	300999	1	261
NZ_CP026538.1	301368	302369	-1	262
NZ_CP026538.1	302379	302612	-1	263
NZ_CP026538.1	303191	304264	-1	264
NZ_CP026538.1	304320	305573	-1	265
NZ_CP026538.1	305570	308536	-1	266
NZ_CP026538.1	308546	310891	-1	267
NZ_CP026538.1	310884	313766	-1	268
NZ_CP026538.1	314057	315223	-1	269
NZ_CP026538.1	315440	317833	-1	270
NZ_CP026538.1	318209	319921	1	271
NZ_CP026538.1	319962	320363	1	272
NZ_CP026538.1	320376	322079	1	273
NZ_CP026538.1	322165	322668	1	274
NZ_CP026538.1	322665	324080	1	275
NZ_CP026538.1	324080	324601	1	276
NZ_CP026538.1	324763	325983	-1	277
NZ_CP026538.1	325986	326984	-1	278
NZ_CP026538.1	326981	327679	-1	279
NZ_CP026538.1	327765	328952	-1	280
NZ_CP026538.1	329108	330532	-1	281
NZ_CP026538.1	330548	331480	-1	282
NZ_CP026538.1	331555	332547	-1	283
NZ_CP026538.1	332675	333007	-1	284
NZ_CP026538.1	333007	333264	-1	285
NZ_CP026538.1	333491	333871	1	286
NZ_CP026538.1	333935	336682	-1	287
NZ_CP026538.1	336868	337881	-1	288
NZ_CP026538.1	337878	339104	-1	289
NZ_CP026538.1	339222	340841	-1	290
NZ_CP026538.1	341152	342648	-1	291
NZ_CP026538.1	342759	343253	-1	292
NZ_CP026538.1	343856	345679	1	293
NZ_CP026538.1	345688	347598	1	294
NZ_CP026538.1	347616	348302	1	295
NZ_CP026538.1	348518	348730	1	296
NZ_CP026538.1	348730	349089	1	297
NZ_CP026538.1	349223	349897	-1	298
NZ_CP026538.1	350112	352754	-1	299
NZ_CP026538.1	353115	354182	-1	300
NZ_CP026538.1	354406	354729	-1	301
NZ_CP026538.1	354909	355976	1	302
NZ_CP026538.1	356171	357346	-1	303
NZ_CP026538.1	357487	358149	1	304
NZ_CP026538.1	358305	359027	1	305
NZ_CP026538.1	359231	359857	-1	306
NZ_CP026538.1	359959	361257	1	307
NZ_CP026538.1	361354	363084	1	308
NZ_CP026538.1	363071	364009	1	309
NZ_CP026538.1	364167	365042	1	310
NZ_CP026538.1	365169	366044	1	311
NZ_CP026538.1	366054	366302	-1	312
NZ_CP026538.1	366416	367921	-1	313
NZ_CP026538.1	368225	370147	-1	314
NZ_CP026538.1	370242	371150	-1	315
NZ_CP026538.1	371185	371490	1	316
NZ_CP026538.1	371577	374489	-1	317
NZ_CP026538.1	374830	375867	1	318
NZ_CP026538.1	375938	376858	1	319
NZ_CP026538.1	377460	378686	1	320
NZ_CP026538.1	379318	380544	1	321
NZ_CP026538.1	380929	381165	-1	322
NZ_CP026538.1	381307	381732	-1	323
NZ_CP026538.1	381882	382364	1	324
NZ_CP026538.1	382457	382831	-1	325
NZ_CP026538.1	383031	384044	-1	326
NZ_CP026538.1	384239	385201	1	327
NZ_CP026538.1	385257	387155	1	328
NZ_CP026538.1	387236	387676	-1	329
NZ_CP026538.1	387855	390008	-1	330
NZ_CP026538.1	390124	391287	-1	331
NZ_CP026538.1	391304	392083	-1	332
NZ_CP026538.1	392089	393237	-1	333
NZ_CP026538.1	393419	393883	1	334
NZ_CP026538.1	394009	395328	-1	335
NZ_CP026538.1	395449	396453	1	336
NZ_CP026538.1	396395	397207	-1	337
NZ_CP026538.1	397422	399080	1	338
NZ_CP026538.1	399077	399517	1	339
NZ_CP026538.1	399514	400008	1	340
NZ_CP026538.1	400197	401477	1	341
NZ_CP026538.1	401523	402776	1	342
NZ_CP026538.1	402769	403473	1	343
NZ_CP026538.1	403494	405158	1	344
NZ_CP026538.1	405259	406197	1	345
NZ_CP026538.1	406204	407343	1	346
NZ_CP026538.1	407473	409101	1	347
NZ_CP026538.1	409129	410082	1	348
NZ_CP026538.1	410091	411965	1	349
NZ_CP026538.1	411955	412833	1	350
NZ_CP026538.1	412830	414077	1	351
NZ_CP026538.1	414179	416083	1	352
NZ_CP026538.1	416260	417279	-1	353
NZ_CP026538.1	417290	418090	-1	354
NZ_CP026538.1	418368	420224	-1	355
NZ_CP026538.1	420445	422493	-1	356
NZ_CP026538.1	422743	423855	1	357
NZ_CP026538.1	423864	425147	-1	358
NZ_CP026538.1	425223	426116	-1	359
NZ_CP026538.1	426268	426498	-1	360
NZ_CP026538.1	426495	426794	-1	361
NZ_CP026538.1	426808	427338	-1	362
NZ_CP026538.1	427335	427574	-1	363
NZ_CP026538.1	428046	428774	-1	364
NZ_CP026538.1	428755	429414	-1	365
NZ_CP026538.1	429702	431021	1	366
NZ_CP026538.1	431372	432496	1	367
NZ_CP026538.1	432944	434131	1	368
NZ_CP026538.1	434240	435517	-1	369
NZ_CP026538.1	435533	436792	-1	370
NZ_CP026538.1	436987	437307	1	371
NZ_CP026538.1	437509	437976	1	372
NZ_CP026538.1	437978	439216	-1	373
NZ_CP026538.1	439338	439541	-1	374
NZ_CP026538.1	439757	442024	-1	375
NZ_CP026538.1	442213	443481	1	376
NZ_CP026538.1	443492	444151	1	377
NZ_CP026538.1	444167	445480	1	378
NZ_CP026538.1	445504	445899	1	379
NZ_CP026538.1	446016	446885	1	380
NZ_CP026538.1	446982	447389	1	381
NZ_CP026538.1	447600	449837	1	382
NZ_CP026538.1	449949	451118	1	383
NZ_CP026538.1	451048	453705	-1	384
NZ_CP026538.1	453857	454876	-1	385
NZ_CP026538.1	455016	455759	1	386
NZ_CP026538.1	455946	456308	-1	387
NZ_CP026538.1	456464	456700	-1	388
NZ_CP026538.1	456832	457494	-1	389
NZ_CP026538.1	457649	458860	1	390
NZ_CP026538.1	458882	462094	-1	391
NZ_CP026538.1	462234	462710	-1	392
NZ_CP026538.1	462933	463985	1	393
NZ_CP026538.1	464218	464718	1	394
NZ_CP026538.1	464660	465322	1	395
NZ_CP026538.1	465336	465947	1	396
NZ_CP026538.1	465957	466736	1	397
NZ_CP026538.1	466870	467571	1	398
NZ_CP026538.1	467652	468473	-1	399
NZ_CP026538.1	468470	468727	-1	400
NZ_CP026538.1	468808	469416	-1	401
NZ_CP026538.1	469449	470504	-1	402
NZ_CP026538.1	470538	470834	-1	403
NZ_CP026538.1	470855	471271	-1	404
NZ_CP026538.1	471493	473985	1	405
NZ_CP026538.1	474061	474387	-1	406
NZ_CP026538.1	474363	475079	-1	407
NZ_CP026538.1	475170	475838	-1	408
NZ_CP026538.1	475921	476262	-1	409
NZ_CP026538.1	476324	477040	-1	410
NZ_CP026538.1	477044	477496	-1	411
NZ_CP026538.1	477480	477752	-1	412
NZ_CP026538.1	478000	478416	1	413
NZ_CP026538.1	479214	480008	1	414
NZ_CP026538.1	480005	480730	1	415
NZ_CP026538.1	480790	481233	1	416
NZ_CP026538.1	481235	481909	1	417
NZ_CP026538.1	481912	482718	1	418
NZ_CP026538.1	482931	484166	-1	419
NZ_CP026538.1	484288	485145	1	420
NZ_CP026538.1	485282	486451	1	421
NZ_CP026538.1	486508	487005	1	422
NZ_CP026538.1	487047	487391	1	423
NZ_CP026538.1	487608	487931	-1	424
NZ_CP026538.1	488020	488316	1	425
NZ_CP026538.1	488654	489757	1	426
NZ_CP026538.1	490122	491006	1	427
NZ_CP026538.1	491028	491768	1	428
NZ_CP026538.1	491768	492190	1	429
NZ_CP026538.1	492187	493191	1	430
NZ_CP026538.1	493184	493498	1	431
NZ_CP026538.1	493500	493778	1	432
NZ_CP026538.1	493778	496198	1	433
NZ_CP026538.1	496209	497027	1	434
NZ_CP026538.1	497235	498410	1	435
NZ_CP026538.1	498855	499190	-1	436
NZ_CP026538.1	499174	499419	-1	437
NZ_CP026538.1	499548	500267	1	438
NZ_CP026538.1	500277	501209	1	439
NZ_CP026538.1	501218	502675	1	440
NZ_CP026538.1	502677	504317	1	441
NZ_CP026538.1	504320	505576	1	442
NZ_CP026538.1	505560	506204	1	443
NZ_CP026538.1	506212	507747	1	444
NZ_CP026538.1	507747	508814	1	445
NZ_CP026538.1	508816	509295	1	446
NZ_CP026538.1	509298	510320	1	447
NZ_CP026538.1	510362	510745	1	448
NZ_CP026538.1	510751	511863	1	449
NZ_CP026538.1	511866	513074	1	450
NZ_CP026538.1	513064	515082	1	451
NZ_CP026538.1	515079	515615	1	452
NZ_CP026538.1	515616	515798	1	453
NZ_CP026538.1	515788	518046	1	454
NZ_CP026538.1	518043	518657	1	455
NZ_CP026538.1	518666	520675	1	456
NZ_CP026538.1	520672	521364	1	457
NZ_CP026538.1	521479	521835	1	458
NZ_CP026538.1	521991	525596	-1	459
NZ_CP026538.1	525670	525831	1	460
NZ_CP026538.1	525942	526541	-1	461
NZ_CP026538.1	526538	526783	-1	462
NZ_CP026538.1	527094	527729	-1	463
NZ_CP026538.1	527743	527955	-1	464
NZ_CP026538.1	528299	528712	-1	465
NZ_CP026538.1	528888	529706	-1	466
NZ_CP026538.1	529912	530700	-1	467
NZ_CP026538.1	530823	532349	-1	468
NZ_CP026538.1	532467	532694	-1	469
NZ_CP026538.1	533719	534621	-1	470
NZ_CP026538.1	534916	535137	1	471
NZ_CP026538.1	535324	535971	-1	472
NZ_CP026538.1	536252	539776	-1	473
NZ_CP026538.1	540453	540560	-1	474
NZ_CP026538.1	540637	541251	-1	475
NZ_CP026538.1	541248	543110	-1	476
NZ_CP026538.1	543256	544176	-1	477
NZ_CP026538.1	544177	544320	1	478
NZ_CP026538.1	544362	544877	-1	479
NZ_CP026538.1	545148	546038	1	480
NZ_CP026538.1	546869	547894	1	481
NZ_CP026538.1	547972	548292	1	482
NZ_CP026538.1	548743	548940	1	483
NZ_CP026538.1	549050	550057	1	484
NZ_CP026538.1	550310	552487	1	485
NZ_CP026538.1	552735	554306	1	486
NZ_CP026538.1	555176	557854	-1	487
NZ_CP026538.1	557954	559171	1	488
NZ_CP026538.1	559238	560641	-1	489
NZ_CP026538.1	560638	561225	-1	490
NZ_CP026538.1	561382	563577	1	491
NZ_CP026538.1	563501	564502	-1	492
NZ_CP026538.1	564499	565296	-1	493
NZ_CP026538.1	565290	566459	-1	494
NZ_CP026538.1	566506	567570	1	495
NZ_CP026538.1	568223	568651	1	496
NZ_CP026538.1	568799	569053	-1	497
NZ_CP026538.1	569059	569259	-1	498
NZ_CP026538.1	569323	570510	-1	499
NZ_CP026538.1	571057	571263	1	500
NZ_CP026538.1	571241	571378	1	501
NZ_CP026538.1	571713	571967	1	502
NZ_CP026538.1	572055	573014	1	503
NZ_CP026538.1	573042	573527	1	504
NZ_CP026538.1	573745	575448	1	505
NZ_CP026538.1	575609	577186	-1	506
NZ_CP026538.1	577343	578872	-1	507
NZ_CP026538.1	578862	579698	-1	508
NZ_CP026538.1	579695	582898	-1	509
NZ_CP026538.1	583193	583624	1	510
NZ_CP026538.1	583691	584311	-1	511
NZ_CP026538.1	584480	585784	-1	512
NZ_CP026538.1	586070	588160	1	513
NZ_CP026538.1	588244	590562	-1	514
NZ_CP026538.1	590572	591399	-1	515
NZ_CP026538.1	591590	592153	-1	516
NZ_CP026538.1	592246	592887	-1	517
NZ_CP026538.1	592916	593671	-1	518
NZ_CP026538.1	593738	595141	-1	519
NZ_CP026538.1	595198	595839	-1	520
NZ_CP026538.1	596533	597468	-1	521
NZ_CP026538.1	597735	598553	1	522
NZ_CP026538.1	598531	598692	1	523
NZ_CP026538.1	598689	599726	-1	524
NZ_CP026538.1	600029	601000	1	525
NZ_CP026538.1	601065	601484	1	526
NZ_CP026538.1	601572	602843	1	527
NZ_CP026538.1	602840	603190	1	528
NZ_CP026538.1	603194	604906	1	529
NZ_CP026538.1	604912	605295	1	530
NZ_CP026538.1	605295	606014	1	531
NZ_CP026538.1	606027	606479	1	532
NZ_CP026538.1	606561	607646	1	533
NZ_CP026538.1	607860	608189	1	534
NZ_CP026538.1	608329	609183	-1	535
NZ_CP026538.1	609285	609698	1	536
NZ_CP026538.1	609792	610004	1	537
NZ_CP026538.1	610001	610327	1	538
NZ_CP026538.1	610462	611700	-1	539
NZ_CP026538.1	611795	613039	-1	540
NZ_CP026538.1	613112	613348	-1	541
NZ_CP026538.1	613379	614107	-1	542
NZ_CP026538.1	614371	615363	-1	543
NZ_CP026538.1	615380	616429	-1	544
NZ_CP026538.1	616419	616601	-1	545
NZ_CP026538.1	616671	617213	-1	546
NZ_CP026538.1	617399	617605	1	547
NZ_CP026538.1	617700	619016	-1	548
NZ_CP026538.1	619116	619511	-1	549
NZ_CP026538.1	619508	619750	-1	550
NZ_CP026538.1	619901	621295	-1	551
NZ_CP026538.1	621534	623045	1	552
NZ_CP026538.1	623189	624154	-1	553
NZ_CP026538.1	624305	625072	-1	554
NZ_CP026538.1	625221	626252	1	555
NZ_CP026538.1	626228	626857	1	556
NZ_CP026538.1	626953	627294	-1	557
NZ_CP026538.1	627296	627556	-1	558
NZ_CP026538.1	627581	628330	-1	559
NZ_CP026538.1	628424	628822	-1	560
NZ_CP026538.1	628945	629757	-1	561
NZ_CP026538.1	629897	630370	1	562
NZ_CP026538.1	630459	631325	-1	563
NZ_CP026538.1	631353	632381	-1	564
NZ_CP026538.1	632596	632877	-1	565
NZ_CP026538.1	632903	633211	-1	566
NZ_CP026538.1	633244	634146	-1	567
NZ_CP026538.1	634246	634461	1	568
NZ_CP026538.1	634500	634931	1	569
NZ_CP026538.1	634970	636331	1	570
NZ_CP026538.1	636354	636800	1	571
NZ_CP026538.1	636807	637532	-1	572
NZ_CP026538.1	637689	638033	-1	573
NZ_CP026538.1	638516	640087	1	574
NZ_CP026538.1	640231	640935	-1	575
NZ_CP026538.1	641097	641726	-1	576
NZ_CP026538.1	641745	642104	-1	577
NZ_CP026538.1	642207	643061	-1	578
NZ_CP026538.1	643199	643387	-1	579
NZ_CP026538.1	643761	644705	1	580
NZ_CP026538.1	644859	646205	1	581
NZ_CP026538.1	646145	647224	-1	582
NZ_CP026538.1	647221	647739	-1	583
NZ_CP026538.1	647736	648515	-1	584
NZ_CP026538.1	648644	648787	1	585
NZ_CP026538.1	648791	651958	-1	586
NZ_CP026538.1	652093	653385	-1	587
NZ_CP026538.1	653481	653636	-1	588
NZ_CP026538.1	653686	655488	1	589
NZ_CP026538.1	655561	656160	1	590
NZ_CP026538.1	656243	657355	1	591
NZ_CP026538.1	657400	658323	-1	592
NZ_CP026538.1	658447	659199	1	593
NZ_CP026538.1	659409	660776	1	594
NZ_CP026538.1	660773	661021	1	595
NZ_CP026538.1	661677	661985	-1	596
NZ_CP026538.1	662071	663174	-1	597
NZ_CP026538.1	663297	663782	1	598
NZ_CP026538.1	663837	665039	1	599
NZ_CP026538.1	665096	665731	1	600
NZ_CP026538.1	665734	666204	1	601
NZ_CP026538.1	666361	668412	-1	602
NZ_CP026538.1	669068	671182	1	603
NZ_CP026538.1	671374	671934	1	604
NZ_CP026538.1	672233	672724	-1	605
NZ_CP026538.1	673006	673455	1	606
NZ_CP026538.1	673699	674808	1	607
NZ_CP026538.1	674877	675566	1	608
NZ_CP026538.1	675591	676691	1	609
NZ_CP026538.1	676702	677886	-1	610
NZ_CP026538.1	678090	679544	-1	611
NZ_CP026538.1	679723	680436	1	612
NZ_CP026538.1	680624	681916	-1	613
NZ_CP026538.1	681913	685227	-1	614
NZ_CP026538.1	685529	686311	1	615
NZ_CP026538.1	686529	687317	-1	616
NZ_CP026538.1	687417	688286	1	617
NZ_CP026538.1	688448	688789	1	618
NZ_CP026538.1	688803	689264	1	619
NZ_CP026538.1	689564	689872	-1	620
NZ_CP026538.1	689975	690349	-1	621
NZ_CP026538.1	690640	691860	1	622
NZ_CP026538.1	691940	693481	-1	623
NZ_CP026538.1	693789	695456	1	624
NZ_CP026538.1	695546	696412	1	625
NZ_CP026538.1	696417	697322	1	626
NZ_CP026538.1	697450	698619	1	627
NZ_CP026538.1	698773	699792	1	628
NZ_CP026538.1	700013	701401	-1	629
NZ_CP026538.1	701582	703735	1	630
NZ_CP026538.1	704327	706279	-1	631
NZ_CP026538.1	706309	708231	-1	632
NZ_CP026538.1	708395	709033	1	633
NZ_CP026538.1	709047	709790	1	634
NZ_CP026538.1	709898	711850	-1	635
NZ_CP026538.1	711998	713533	1	636
NZ_CP026538.1	714106	714903	1	637
NZ_CP026538.1	714977	715447	1	638
NZ_CP026538.1	715444	717966	-1	639
NZ_CP026538.1	718203	718352	1	640
NZ_CP026538.1	718670	719626	-1	641
NZ_CP026538.1	719693	720019	-1	642
NZ_CP026538.1	720019	722028	-1	643
NZ_CP026538.1	721991	722665	-1	644
NZ_CP026538.1	722958	723761	1	645
NZ_CP026538.1	723844	724737	1	646
NZ_CP026538.1	724756	725634	1	647
NZ_CP026538.1	725905	727113	1	648
NZ_CP026538.1	727186	727518	-1	649
NZ_CP026538.1	727691	731221	-1	650
