protein	id	evalue	score
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_261	PF04381.12	3.0000000000000004e-125	410.2
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_123	PF02384.16	2.7000000000000002e-104	341.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_278	PF02601.15	2e-102	335.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_231	PF05136.13	8.6e-84	274.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_209	PF00682.19	1.6e-72	237.0
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_219	PF05100.12	3.1e-69	225.2
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_117	PF18766.1	1.6999999999999999e-68	223.4
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_122	PF06250.11	1.1000000000000001e-60	196.8
NZ_KB908457.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00004.4,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_21	PF00075.24	4.8e-55	178.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_242	PF06147.11	4.5e-54	176.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_268	PF00436.25	1.1e-46	150.1
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_276	PF00958.22	1.1e-45	146.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_75	PF13644.6	1.2e-42	138.9
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_266	PF05869.11	3.2e-42	136.8
NZ_KB908457.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00004.4,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_22	PF00929.24	4.7e-40	130.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_224	PF16461.5	1.4999999999999998e-39	127.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_230	PF00574.23	7.1e-35	113.3
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_118	PF03235.14	1.4e-34	113.0
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_226	PF06763.11	5e-33	107.3
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_119	PF03235.14	6.2e-32	104.3
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_216	PF13550.6	9.999999999999999e-31	99.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_238	PF08965.10	1.2000000000000001e-30	98.8
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_234	PF07471.12	2.3000000000000002e-30	98.3
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_77	PF00174.19	1.7e-29	95.5
NZ_KB908457.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00004.4,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_18	PF01476.20	7.5e-29	92.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_220	PF05939.13	2.8000000000000002e-28	91.3
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_246	PF03374.14	3.8000000000000005e-28	90.8
NZ_KB908457.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00004.4,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_19	PF16123.5	1.7000000000000002e-27	88.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_249	PF09524.10	1.9e-27	88.0
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_81	PF13358.6	3.9e-26	84.4
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_121	PF01420.19	1.0999999999999999e-25	83.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_275	PF00589.22	1.4e-25	82.9
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_255	PF11236.8	2.3e-25	82.2
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_237	PF16083.5	5.6e-25	80.2
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_235	PF03245.13	1.6000000000000002e-22	72.8
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_240	PF06530.12	2e-21	69.0
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_120	PF13749.6	4.8e-21	67.6
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_253	PF00717.23	7.8e-21	66.7
NZ_KB908457.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00004.4,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_25	PF03061.22	9e-21	66.9
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_241	PF05866.11	1.4e-20	66.9
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_210	PF12833.7	4.1e-20	64.8
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_222	PF06223.12	9.9e-20	63.9
NZ_KB908457.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00004.4,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_24	PF03372.23	2.8e-19	62.3
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_80	PF01527.20	6.9e-19	60.8
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_79	PF13683.6	1.4e-17	56.1
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_251	PF06892.11	1.5e-17	56.4
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_274	PF05930.12	1e-16	53.4
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_73	PF13673.7	1.1e-16	53.8
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_236	PF13539.6	5.5e-16	51.7
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_269	PF02498.17	1.3e-14	47.5
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_218	PF00877.19	4.1e-14	45.4
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_264	PF12728.7	3.6e-13	42.4
NZ_KB908455.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00002.2,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_217	PF06805.12	1.4e-12	40.7
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_107	PF01411.19	2.4e-231	761.7
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_113	PF10758.9	3.3999999999999996e-177	581.8
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_7	PF00521.20	6.200000000000001e-157	515.5
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_105	PF00154.21	5.4e-148	484.3
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_9	PF02867.15	2.1e-124	408.6
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_108	PF05125.12	7.9e-108	353.0
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_112	PF01207.17	1.5e-95	312.5
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_99	PF05840.13	1.2e-89	293.2
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_103	PF00488.21	3.3e-88	287.4
NZ_KB908477.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00024.24,$~&whole$~&genome$~&shotgun$~&sequence_7	PF05954.11	2.7e-81	265.9
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_4_296	PF06067.11	6.8e-79	257.6
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_15	PF00563.20	2.7999999999999997e-68	222.7
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_99	PF01135.19	2.7e-66	216.1
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_114	PF10772.9	4.5e-63	204.1
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_104	PF02464.17	2.8e-58	188.6
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_92	PF06892.11	1.8e-57	186.1
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_4_298	PF11726.8	1.1e-55	181.1
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_4_289	PF14335.6	3.8e-53	173.4
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_106	PF03237.15	5e-53	172.7
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_10	PF00268.21	2.6e-52	170.7
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_4_286	PF14103.6	1.9e-50	164.4
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_1_110	PF03466.20	7e-49	158.8
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_109	PF05944.12	2.6000000000000002e-48	156.1
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_107	PF05929.11	9.3e-47	152.6
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_110	PF05926.11	1.1e-44	144.6
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_4_292	PF04002.15	7.400000000000001e-44	141.4
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_2_121	PF10761.9	9.3e-43	137.3
NZ_KB908454.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00001.1,$~&whole$~&genome$~&shotgun$~&sequence_fragment_4_287	PF13304.6	6.7e-38	123.9
NZ_KB908456.1$~&Oceanimonas$~&smirnovii$~&ATCC$~&BAA-899$~&G364DRAFT_scaffold00003.3,$~&whole$~&genome$~&shotgun$~&sequence_fragment_3_208	PF13430.6	1.5e-36	117.7
