protein	id	evalue	score
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_22_1357	PF00291.25	3.4e-67	222.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_35_2778	PF10123.9	2.1e-66	219.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_8_421	PF02773.16	3.8000000000000003e-66	216.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_50_3819	PF00768.20	1.2e-65	216.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_22_1353	PF02581.17	1.8e-64	211.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_46_3626	PF08668.12	2.9e-64	211.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1455	PF08822.11	5.2e-64	210.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_28_1780	PF02355.16	6.6e-63	206.8
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_13	PF13614.6	1e-62	206.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_3	PF00204.25	4.9e-61	200.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_18_979	PF08668.12	1.7e-59	195.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_46_3622	PF16149.5	3.2000000000000003e-59	195.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_21_1186	PF13148.6	4.400000000000001e-59	195.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_7	PF04127.15	7.1000000000000005e-59	194.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_21_1205	PF00872.18	3.5e-58	192.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_28_1784	PF02800.20	3.8000000000000005e-58	190.8
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3167	PF03741.16	4e-58	191.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1701	PF01863.17	5.300000000000001e-57	188.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_11	PF01370.21	9.999999999999999e-57	187.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_22_1351	PF00308.18	1.5e-56	186.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_48_3735	PF08668.12	3.6999999999999998e-56	184.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_11_554	PF01975.17	7.2999999999999995e-56	184.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_38_3034	PF03309.14	1.7e-54	180.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_15_761	PF08668.12	1.9e-54	179.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_16_799	PF13328.6	2.5e-54	178.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_36_2845	PF07992.14	1.1999999999999998e-53	177.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1712	PF00580.21	1.4e-53	177.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_42_3384	PF13406.6	5.4e-53	175.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1445	PF08873.11	7.099999999999999e-53	174.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1433	PF04865.14	8.1e-53	174.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_11_556	PF02223.17	1.2e-51	170.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_22_1345	PF01728.19	2.6e-51	169.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3138	PF00015.21	2.6e-50	165.8
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_22_1347	PF02075.17	7.2e-50	164.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3144	PF00015.21	7.8e-50	164.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_15_765	PF02596.15	1.3e-49	164.2
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_21_1203	PF08665.12	4.6999999999999995e-49	162.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_11_553	PF00990.21	5.4e-49	161.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_37_2934	PF00122.20	4.4e-48	158.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_11_548	PF01595.20	9.5e-47	154.2
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_18_981	PF00589.22	6e-46	151.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_38_3030	PF00075.24	9.7e-46	150.8
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_16	PF00294.24	6.7e-45	148.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_9_454	PF18818.1	8.100000000000001e-44	144.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_19_1012	PF01935.17	1.1e-43	145.2
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_20_1159	PF00145.17	3.1e-42	140.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_50_3824	PF04002.15	3.9e-42	138.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1697	PF00176.23	6.3e-42	138.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_18_974	PF13449.6	1e-41	139.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_37_2935	PF00436.25	5.3e-41	134.2
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_44_3508	PF01872.17	6.8e-40	132.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3166	PF01435.18	6.9999999999999995e-40	132.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_9_467	PF13708.6	1.3e-39	131.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_30_1879	PF13614.6	1.7e-39	130.8
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_15_756	PF01863.17	1.8e-39	131.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1726	PF10592.9	2.1e-39	131.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_5_267	PF09852.9	6e-39	129.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_38_3041	PF13584.6	1.1e-38	128.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3137	PF00587.25	1.4e-37	124.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1411	PF01930.17	1.6e-37	124.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3136	PF00707.22	2e-37	122.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_18_984	PF00580.21	2.1e-37	124.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_10_496	PF01797.16	2.6000000000000002e-37	122.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1436	PF06890.12	3.4e-37	121.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_18_983	PF12705.7	7.1e-37	122.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_1	PF00308.18	8.3e-37	122.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_7_398	PF02777.18	1.5e-36	119.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3151	PF00669.20	1.6e-36	120.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_52_3904	PF03466.20	1.6999999999999999e-35	117.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1422	PF00589.22	2.1e-35	117.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1698	PF15611.6	2.7e-35	117.8
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_50_3815	PF01890.16	3.3e-35	116.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_20_1143	PF03864.15	5.2e-35	116.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1717	PF00004.29	6.6e-35	115.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_10	PF01145.25	8.4e-35	115.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1460	PF13272.6	1.3e-34	113.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_38_3032	PF00005.27	2.3e-34	114.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1446	PF07030.12	3.1000000000000002e-34	113.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1711	PF13604.6	5.1e-34	112.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_36_2843	PF01242.19	5.5e-34	112.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_9_468	PF03432.14	2.1000000000000003e-33	111.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_20_1125	PF07352.12	2.2e-33	110.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_19_1011	PF00072.24	9.4e-33	108.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3163	PF00015.21	3.7e-32	106.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_50_3832	PF13167.6	5.200000000000001e-32	105.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_35_2769	PF02769.22	7.1e-32	105.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1438	PF07157.12	1.1e-31	104.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1688	PF04404.12	1.9e-31	104.2
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_52_3906	PF01161.20	1.9e-31	104.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_15_764	PF02518.26	2.6999999999999997e-31	103.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1451	PF05069.13	2.8e-31	103.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_37_2932	PF00893.19	4.8e-31	102.6
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_39_3160	PF00589.22	4.8e-31	103.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_27_1683	PF00239.21	8.9e-31	102.2
NZ_CP026543.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&plasmid$~&pDCAR4_2	PF01051.21	1.1000000000000001e-30	102.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_40_3202	PF13784.6	1.3000000000000001e-30	100.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_51_3872	PF03592.16	1.8e-30	101.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_31_1936	PF00535.26	2.3000000000000002e-30	100.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_40_3201	PF00589.22	3.4e-30	100.3
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_50_3814	PF00590.20	3.7e-30	100.7
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_44_3509	PF13304.6	5.1000000000000004e-30	100.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_10_499	PF00589.22	7.999999999999999e-30	99.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_50_3823	PF00708.18	1.9e-29	97.2
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_19_1013	PF01464.20	2.6e-29	96.5
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_41_3359	PF04365.13	4.4e-29	96.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_42_3381	PF13614.6	8.5e-29	95.9
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1463	PF06252.12	9.6e-29	96.1
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_23_1452	PF04233.14	1.1000000000000002e-28	95.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_1_15	PF02195.18	1.3000000000000002e-28	94.4
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_38_3033	PF13472.6	4.600000000000001e-28	94.0
NZ_CP026538.1$~&Desulfovibrio$~&carbinolicus$~&strain$~&DSM$~&3852$~&chromosome,$~&complete$~&genome_fragment_9_458	PF05443.11	5.1e-28	92.9
