Contig	Start	End	Strand	Pos
NZ_KB908454.1	116446	116910	1	106
NZ_KB908454.1	117013	119640	1	107
NZ_KB908454.1	119857	120048	1	108
NZ_KB908454.1	120739	121566	1	109
NZ_KB908454.1	121715	122608	-1	110
NZ_KB908454.1	122824	123552	-1	111
NZ_KB908454.1	123653	124705	-1	112
NZ_KB908454.1	124787	125110	1	113
NZ_KB908454.1	125293	125694	1	114
NZ_KB908454.1	125691	126380	1	115
NZ_KB908454.1	126540	126824	-1	116
NZ_KB908454.1	127585	128034	1	117
NZ_KB908454.1	128264	129409	1	118
NZ_KB908454.1	129647	130525	1	119
NZ_KB908454.1	130599	131687	-1	120
NZ_KB908454.1	131697	133091	-1	121
NZ_KB908454.1	133233	134078	1	122
NZ_KB908454.1	134130	136508	-1	123
NZ_KB908454.1	136672	137730	1	124
NZ_KB908454.1	137718	138272	1	125
NZ_KB908454.1	138269	138853	1	126
NZ_KB908454.1	138850	139386	1	127
NZ_KB908454.1	139374	140660	1	128
NZ_KB908454.1	140818	141336	1	129
NZ_KB908454.1	141352	142419	1	130
NZ_KB908454.1	142423	143757	1	131
NZ_KB908454.1	143831	144649	1	132
NZ_KB908454.1	144646	144822	-1	133
NZ_KB908454.1	145009	145683	1	134
NZ_KB908454.1	145676	146344	1	135
NZ_KB908454.1	146364	147371	1	136
NZ_KB908454.1	147475	147687	1	137
NZ_KB908454.1	147699	148229	-1	138
NZ_KB908454.1	148229	150517	-1	139
NZ_KB908454.1	150529	151020	-1	140
NZ_KB908454.1	151256	152941	1	141
NZ_KB908454.1	153294	154841	1	142
NZ_KB908454.1	154885	155097	-1	143
NZ_KB908454.1	155226	155345	-1	144
NZ_KB908454.1	155405	156370	1	145
NZ_KB908454.1	156385	157617	1	146
NZ_KB908454.1	157627	158793	1	147
NZ_KB908454.1	158790	160046	1	148
NZ_KB908454.1	160061	160936	1	149
NZ_KB908454.1	160938	161822	1	150
NZ_KB908454.1	161819	162757	1	151
NZ_KB908454.1	162769	163059	1	152
NZ_KB908454.1	163072	163881	-1	153
NZ_KB908454.1	163894	166539	-1	154
NZ_KB908454.1	166549	167019	-1	155
NZ_KB908454.1	167091	168077	-1	156
NZ_KB908454.1	168074	169201	-1	157
NZ_KB908454.1	169329	169775	1	158
NZ_KB908454.1	169993	171141	1	159
NZ_KB908454.1	171277	171741	1	160
NZ_KB908454.1	171754	172221	1	161
NZ_KB908454.1	172373	173239	-1	162
NZ_KB908454.1	173447	174571	1	163
NZ_KB908454.1	174688	175599	1	164
NZ_KB908454.1	175738	177801	-1	165
NZ_KB908454.1	178033	178821	-1	166
NZ_KB908454.1	178916	180817	-1	167
NZ_KB908454.1	180890	181228	-1	168
NZ_KB908454.1	181396	183084	-1	169
NZ_KB908454.1	183268	184989	1	170
NZ_KB908454.1	185101	186825	-1	171
NZ_KB908454.1	186809	187720	-1	172
NZ_KB908454.1	187772	189379	-1	173
NZ_KB908454.1	189333	190505	-1	174
NZ_KB908454.1	190849	191970	-1	175
NZ_KB908454.1	192001	192801	-1	176
NZ_KB908454.1	192804	193595	-1	177
NZ_KB908454.1	193535	195109	-1	178
NZ_KB908454.1	195102	197312	-1	179
NZ_KB908454.1	197345	199141	-1	180
NZ_KB908454.1	199242	200309	-1	181
NZ_KB908454.1	200320	201399	-1	182
NZ_KB908454.1	201409	202263	-1	183
NZ_KB908454.1	202330	202875	-1	184
NZ_KB908454.1	202878	203807	-1	185
NZ_KB908454.1	203825	204907	-1	186
NZ_KB908454.1	205167	205850	-1	187
NZ_KB908454.1	205847	206644	-1	188
NZ_KB908454.1	206644	208341	-1	189
NZ_KB908454.1	208686	209018	-1	190
NZ_KB908454.1	209198	210472	-1	191
NZ_KB908454.1	210868	211215	-1	192
NZ_KB908454.1	211212	212621	-1	193
NZ_KB908454.1	212618	213757	-1	194
NZ_KB908454.1	214035	214826	1	195
NZ_KB908454.1	214850	216526	1	196
NZ_KB908454.1	216523	217704	1	197
NZ_KB908454.1	217709	218131	1	198
NZ_KB908454.1	218137	218526	1	199
NZ_KB908454.1	218513	218917	1	200
NZ_KB908454.1	218907	219599	1	201
NZ_KB908454.1	219596	220477	1	202
NZ_KB908454.1	220492	221586	1	203
NZ_KB908454.1	221583	222209	1	204
NZ_KB908454.1	222206	222697	1	205
NZ_KB908454.1	222690	224840	1	206
NZ_KB908454.1	224840	225523	1	207
NZ_KB908454.1	225970	227715	1	208
NZ_KB908454.1	227858	229174	1	209
NZ_KB908454.1	229185	229928	1	210
NZ_KB908454.1	229976	233056	1	211
NZ_KB908454.1	233057	233998	1	212
NZ_KB908454.1	234032	235411	1	213
NZ_KB908454.1	235401	236624	1	214
NZ_KB908454.1	236712	237725	1	215
NZ_KB908454.1	237902	239176	-1	216
NZ_KB908454.1	239316	239741	1	217
NZ_KB908454.1	239751	241748	1	218
NZ_KB908454.1	241797	242168	-1	219
NZ_KB908454.1	242508	243584	1	220
NZ_KB908454.1	243723	245096	1	221
NZ_KB908454.1	245300	246922	-1	222
NZ_KB908454.1	247058	248431	-1	223
NZ_KB908454.1	248428	250296	-1	224
NZ_KB908454.1	250480	250578	1	225
NZ_KB908454.1	250588	251994	1	226
NZ_KB908454.1	251996	252991	1	227
NZ_KB908454.1	252991	253095	1	228
NZ_KB908454.1	253205	255841	1	229
NZ_KB908454.1	255838	257580	1	230
NZ_KB908454.1	257607	259094	-1	231
NZ_KB908454.1	259154	260569	-1	232
NZ_KB908454.1	260754	261524	1	233
NZ_KB908454.1	261521	262081	1	234
NZ_KB908454.1	262101	263585	1	235
NZ_KB908454.1	263600	264874	1	236
NZ_KB908454.1	264997	265347	-1	237
NZ_KB908454.1	265357	266151	-1	238
NZ_KB908454.1	266246	267433	-1	239
NZ_KB908454.1	267426	268181	-1	240
NZ_KB908454.1	268221	268562	1	241
NZ_KB908454.1	268729	269394	-1	242
NZ_KB908454.1	269394	270410	-1	243
NZ_KB908454.1	270410	271192	-1	244
NZ_KB908454.1	271185	272096	-1	245
NZ_KB908454.1	272093	272896	-1	246
NZ_KB908454.1	272899	273945	-1	247
NZ_KB908454.1	274114	274797	1	248
NZ_KB908454.1	274838	276760	1	249
NZ_KB908454.1	276770	277114	-1	250
NZ_KB908454.1	277114	277731	-1	251
NZ_KB908454.1	277728	279050	-1	252
NZ_KB908454.1	279047	281188	-1	253
NZ_KB908454.1	281245	282654	-1	254
NZ_KB908454.1	282865	287022	1	255
NZ_KB908454.1	287116	290283	1	256
NZ_KB908454.1	290292	291296	1	257
NZ_KB908454.1	291328	292440	1	258
NZ_KB908454.1	293020	294090	1	259
NZ_KB908454.1	294105	297155	1	260
NZ_KB908454.1	297203	298261	-1	261
NZ_KB908454.1	298586	300376	-1	262
NZ_KB908454.1	300799	302016	1	263
NZ_KB908454.1	302182	303123	1	264
NZ_KB908454.1	303120	304079	1	265
NZ_KB908454.1	304079	305086	1	266
NZ_KB908454.1	305089	305862	1	267
NZ_KB908454.1	305903	308062	1	268
NZ_KB908454.1	308337	309014	-1	269
NZ_KB908454.1	309198	311006	1	270
NZ_KB908454.1	311003	311845	1	271
NZ_KB908454.1	311885	312373	1	272
NZ_KB908454.1	312455	312868	1	273
NZ_KB908454.1	313045	315354	1	274
NZ_KB908454.1	315369	315719	1	275
NZ_KB908454.1	315792	316079	1	276
NZ_KB908454.1	316126	316233	1	277
NZ_KB908454.1	316172	316612	1	278
NZ_KB908454.1	316663	317013	1	279
NZ_KB908454.1	317073	318473	-1	280
NZ_KB908454.1	318747	319019	-1	281
NZ_KB908454.1	319154	320230	1	282
NZ_KB908454.1	320342	321313	-1	283
NZ_KB908454.1	321301	323109	-1	284
NZ_KB908454.1	323055	323441	-1	285
NZ_KB908454.1	323438	324124	-1	286
NZ_KB908454.1	324117	325235	-1	287
NZ_KB908454.1	325245	327353	-1	288
NZ_KB908454.1	327408	328121	-1	289
NZ_KB908454.1	328118	330439	-1	290
NZ_KB908454.1	330477	331436	-1	291
NZ_KB908454.1	331660	332157	-1	292
NZ_KB908454.1	332233	332322	-1	293
NZ_KB908454.1	332337	333245	-1	294
NZ_KB908454.1	333242	334225	-1	295
NZ_KB908454.1	334310	335263	-1	296
NZ_KB908454.1	335786	335980	-1	297
NZ_KB908454.1	336021	336653	-1	298
NZ_KB908454.1	337175	338101	1	299
NZ_KB908454.1	338727	339308	1	300
NZ_KB908454.1	339695	340909	1	301
NZ_KB908454.1	340972	342000	1	302
NZ_KB908454.1	341993	343462	1	303
NZ_KB908454.1	343479	344282	1	304
NZ_KB908454.1	344386	346431	-1	305
NZ_KB908454.1	346529	347392	1	306
NZ_KB908454.1	347609	347881	1	307
NZ_KB908454.1	348004	348423	1	308
NZ_KB908454.1	348425	348817	1	309
NZ_KB908454.1	348913	350199	-1	310
NZ_KB908454.1	350215	351798	-1	311
NZ_KB908454.1	351998	352426	1	312
NZ_KB908454.1	352605	353891	1	313
NZ_KB908454.1	353987	354409	-1	314
NZ_KB908454.1	354415	355731	-1	315
NZ_KB908454.1	355728	356261	-1	316
NZ_KB908454.1	356320	357327	-1	317
NZ_KB908454.1	357784	358710	-1	318
NZ_KB908454.1	358868	360331	1	319
NZ_KB908454.1	360355	361635	1	320
NZ_KB908454.1	361767	363308	1	321
NZ_KB908454.1	363440	363814	1	322
NZ_KB908454.1	363921	364112	1	323
NZ_KB908454.1	364127	366580	1	324
NZ_KB908454.1	366632	367813	1	325
NZ_KB908454.1	367996	369126	-1	326
NZ_KB908454.1	369323	370201	1	327
NZ_KB908454.1	370224	370601	1	328
NZ_KB908454.1	370591	371334	1	329
NZ_KB908454.1	371335	371601	1	330
NZ_KB908454.1	371602	372381	1	331
NZ_KB908454.1	372382	373512	1	332
NZ_KB908454.1	373523	375601	1	333
NZ_KB908454.1	375929	376774	1	334
NZ_KB908454.1	376771	378123	1	335
NZ_KB908454.1	378126	378449	1	336
NZ_KB908454.1	378459	380153	1	337
NZ_KB908454.1	380150	381175	1	338
NZ_KB908454.1	381175	381885	1	339
NZ_KB908454.1	381872	383218	1	340
NZ_KB908454.1	383199	383609	1	341
NZ_KB908454.1	383581	383991	-1	342
NZ_KB908454.1	383988	384263	-1	343
NZ_KB908454.1	384322	385074	-1	344
NZ_KB908454.1	385152	385517	1	345
NZ_KB908454.1	385520	385939	1	346
NZ_KB908454.1	385942	386607	1	347
NZ_KB908454.1	386627	387892	1	348
NZ_KB908454.1	387902	388633	1	349
NZ_KB908454.1	388673	389458	1	350
NZ_KB908454.1	389458	390129	1	351
NZ_KB908454.1	390139	391242	1	352
NZ_KB908454.1	391255	391641	1	353
NZ_KB908454.1	391654	392967	1	354
NZ_KB908454.1	392979	393875	1	355
NZ_KB908454.1	393890	394888	1	356
NZ_KB908454.1	394997	395854	1	357
NZ_KB908454.1	395986	396846	1	358
NZ_KB908454.1	397024	398358	1	359
NZ_KB908454.1	398377	398772	1	360
NZ_KB908454.1	398769	399170	1	361
NZ_KB908454.1	399170	400336	1	362
NZ_KB908454.1	400354	400839	1	363
NZ_KB908454.1	400849	401568	1	364
NZ_KB908454.1	401568	402434	1	365
NZ_KB908454.1	402434	403366	1	366
NZ_KB908454.1	403360	404271	-1	367
NZ_KB908454.1	404360	404656	1	368
NZ_KB908454.1	404711	404854	1	369
NZ_KB908454.1	404902	405735	-1	370
NZ_KB908454.1	405849	407045	-1	371
NZ_KB908454.1	407217	407807	1	372
NZ_KB908454.1	407940	409289	1	373
NZ_KB908454.1	409286	410032	-1	374
NZ_KB908454.1	410029	410934	-1	375
NZ_KB908454.1	411030	411845	1	376
NZ_KB908454.1	411868	412179	-1	377
NZ_KB908454.1	412176	412883	-1	378
NZ_KB908454.1	413008	414675	-1	379
NZ_KB908454.1	414830	415051	-1	380
NZ_KB908454.1	415400	417025	1	381
NZ_KB908454.1	417027	417794	-1	382
NZ_KB908454.1	417791	418798	-1	383
NZ_KB908454.1	418795	419619	-1	384
NZ_KB908454.1	419619	420041	-1	385
NZ_KB908454.1	420038	420658	-1	386
NZ_KB908454.1	420662	421339	-1	387
NZ_KB908454.1	421492	423486	1	388
NZ_KB908454.1	423504	424007	1	389
NZ_KB908454.1	424000	424536	1	390
NZ_KB908454.1	424675	425109	1	391
NZ_KB908454.1	425163	426329	1	392
NZ_KB908454.1	426413	426910	-1	393
NZ_KB908454.1	427062	428396	-1	394
NZ_KB908454.1	428557	429243	-1	395
NZ_KB908454.1	429269	429601	-1	396
NZ_KB908454.1	429724	431088	1	397
NZ_KB908454.1	431089	431994	-1	398
NZ_KB908454.1	432086	433231	1	399
NZ_KB908454.1	433228	436701	1	400
NZ_KB908454.1	436717	437355	-1	401
NZ_KB908454.1	437485	438798	1	402
NZ_KB908454.1	438810	439511	1	403
NZ_KB908454.1	439508	440812	-1	404
NZ_KB908454.1	440793	442550	-1	405
NZ_KB908454.1	442559	442930	-1	406
NZ_KB908454.1	442927	444939	-1	407
NZ_KB908454.1	444988	445935	-1	408
NZ_KB908454.1	446159	446788	1	409
NZ_KB908454.1	447005	447733	1	410
NZ_KB908454.1	447944	449701	-1	411
NZ_KB908454.1	450041	451144	-1	412
NZ_KB908454.1	451297	452208	-1	413
NZ_KB908454.1	452535	453302	1	414
NZ_KB908454.1	453331	454107	1	415
NZ_KB908454.1	454286	455026	1	416
NZ_KB908454.1	455030	455722	1	417
NZ_KB908454.1	455753	456562	-1	418
NZ_KB908454.1	456752	457774	1	419
NZ_KB908454.1	457761	460853	1	420
NZ_KB908454.1	461291	461770	1	421
NZ_KB908454.1	461771	462856	-1	422
NZ_KB908454.1	462923	463300	-1	423
NZ_KB908454.1	463351	464826	-1	424
NZ_KB908454.1	464848	465429	-1	425
NZ_KB908454.1	465542	465694	-1	426
NZ_KB908454.1	465765	466613	-1	427
NZ_KB908454.1	466623	467453	-1	428
NZ_KB908454.1	467665	468801	-1	429
NZ_KB908454.1	468964	469692	1	430
NZ_KB908454.1	469682	470083	1	431
NZ_KB908454.1	470088	470501	-1	432
NZ_KB908454.1	470501	470821	-1	433
NZ_KB908454.1	470890	471612	-1	434
NZ_KB908454.1	471783	472694	1	435
NZ_KB908454.1	472718	473539	1	436
NZ_KB908454.1	473670	474071	1	437
NZ_KB908454.1	474068	474487	1	438
NZ_KB908454.1	474494	475192	1	439
NZ_KB908454.1	475202	476470	1	440
NZ_KB908454.1	476630	477376	1	441
NZ_KB908454.1	477388	478176	1	442
NZ_KB908454.1	478190	478864	1	443
NZ_KB908454.1	478878	479972	1	444
NZ_KB908454.1	479993	480958	1	445
NZ_KB908454.1	480968	482908	1	446
NZ_KB908454.1	482918	484171	1	447
NZ_KB908454.1	484397	486658	-1	448
NZ_KB908454.1	486786	487457	1	449
NZ_KB908454.1	487706	489055	-1	450
NZ_KB908454.1	489154	490488	-1	451
NZ_KB908454.1	490571	492355	-1	452
NZ_KB908454.1	492525	492803	-1	453
NZ_KB908454.1	492807	493316	-1	454
NZ_KB908454.1	493424	494392	-1	455
NZ_KB908454.1	494662	496164	1	456
NZ_KB908454.1	496294	496839	1	457
NZ_KB908454.1	496806	497567	-1	458
NZ_KB908454.1	497813	498763	1	459
NZ_KB908454.1	498827	500869	1	460
NZ_KB908454.1	501063	502418	1	461
NZ_KB908454.1	502715	506299	-1	462
NZ_KB908454.1	506585	508096	1	463
NZ_KB908454.1	508203	508580	1	464
NZ_KB908454.1	508591	509994	1	465
NZ_KB908454.1	509994	510287	1	466
NZ_KB908454.1	510310	510705	1	467
NZ_KB908454.1	510992	512440	1	468
NZ_KB908454.1	512682	513716	1	469
NZ_KB908454.1	513713	515038	1	470
NZ_KB908454.1	515120	515434	1	471
NZ_KB908454.1	515446	517152	1	472
NZ_KB908454.1	517145	518191	1	473
NZ_KB908454.1	518188	518994	1	474
NZ_KB908454.1	518975	520312	1	475
NZ_KB908454.1	520312	520749	1	476
NZ_KB908454.1	520831	522705	1	477
NZ_KB908454.1	522715	523194	1	478
NZ_KB908454.1	523202	524257	1	479
NZ_KB908454.1	524257	524673	1	480
NZ_KB908454.1	524670	525011	1	481
NZ_KB908454.1	525077	525823	1	482
NZ_KB908454.1	525823	526092	1	483
NZ_KB908454.1	526260	527048	1	484
NZ_KB908454.1	527050	528183	1	485
NZ_KB908454.1	528295	530394	1	486
NZ_KB908454.1	530409	531761	1	487
NZ_KB908454.1	531754	532641	1	488
NZ_KB908454.1	532634	533347	1	489
NZ_KB908454.1	533481	533864	1	490
NZ_KB908454.1	533875	534633	1	491
NZ_KB908454.1	534643	536652	1	492
NZ_KB908454.1	536681	537802	1	493
NZ_KB908454.1	537804	538547	1	494
NZ_KB908454.1	538547	539389	1	495
NZ_KB908454.1	539386	540168	1	496
NZ_KB908454.1	540165	540926	1	497
NZ_KB908454.1	540946	541434	1	498
NZ_KB908454.1	541434	541838	1	499
NZ_KB908454.1	541939	542571	1	500
NZ_KB908454.1	542568	543236	1	501
NZ_KB908454.1	543345	544091	1	502
NZ_KB908454.1	544081	544287	1	503
NZ_KB908454.1	544284	544778	1	504
NZ_KB908454.1	544775	546730	1	505
NZ_KB908454.1	546730	547263	1	506
NZ_KB908454.1	547269	547733	1	507
NZ_KB908454.1	547735	548949	1	508
NZ_KB908454.1	549041	549832	1	509
NZ_KB908454.1	549935	550219	-1	510
NZ_KB908454.1	550410	551480	1	511
NZ_KB908454.1	551559	552689	1	512
NZ_KB908454.1	552946	554661	-1	513
NZ_KB908454.1	554849	556483	1	514
NZ_KB908454.1	556556	558424	1	515
NZ_KB908454.1	558435	559163	1	516
NZ_KB908454.1	559342	559947	-1	517
NZ_KB908454.1	560082	560993	1	518
NZ_KB908454.1	561077	561601	1	519
NZ_KB908454.1	561591	561968	1	520
NZ_KB908454.1	561965	563056	1	521
NZ_KB908454.1	563244	564251	-1	522
NZ_KB908454.1	564327	565106	-1	523
NZ_KB908454.1	565108	566463	-1	524
NZ_KB908454.1	566493	567977	-1	525
NZ_KB908454.1	567985	570249	-1	526
NZ_KB908454.1	570332	571183	-1	527
NZ_KB908454.1	571254	571796	1	528
NZ_KB908454.1	571786	572559	-1	529
NZ_KB908454.1	572559	572822	-1	530
NZ_KB908454.1	572837	573064	-1	531
NZ_KB908454.1	573144	573434	-1	532
NZ_KB908454.1	573427	574461	-1	533
NZ_KB908454.1	574551	574886	1	534
NZ_KB908454.1	574883	575605	1	535
NZ_KB908454.1	575728	576168	1	536
NZ_KB908454.1	576202	576903	-1	537
NZ_KB908454.1	577164	577535	-1	538
NZ_KB908454.1	577752	578549	1	539
NZ_KB908454.1	578605	580011	1	540
NZ_KB908454.1	580014	581636	-1	541
NZ_KB908454.1	581861	584008	1	542
NZ_KB908454.1	584001	585383	1	543
NZ_KB908454.1	585404	586708	1	544
NZ_KB908454.1	586726	587328	1	545
NZ_KB908454.1	587325	588008	1	546
NZ_KB908454.1	588115	590022	1	547
NZ_KB908454.1	590186	591937	1	548
NZ_KB908455.1	340	1629	-1	1
NZ_KB908455.1	1706	2176	-1	2
NZ_KB908455.1	2483	3907	1	3
NZ_KB908455.1	3925	4533	1	4
NZ_KB908455.1	4545	4760	1	5
NZ_KB908455.1	4757	5734	1	6
NZ_KB908455.1	5823	6308	1	7
NZ_KB908455.1	6312	8681	1	8
NZ_KB908455.1	8678	8878	1	9
NZ_KB908455.1	8859	9545	1	10
NZ_KB908455.1	9609	10352	1	11
NZ_KB908455.1	10374	11288	1	12
NZ_KB908455.1	11328	12272	1	13
NZ_KB908455.1	12297	12896	-1	14
NZ_KB908455.1	12896	13654	-1	15
NZ_KB908455.1	13884	14993	1	16
NZ_KB908455.1	14980	15846	1	17
NZ_KB908455.1	15833	16600	1	18
NZ_KB908455.1	16597	17649	1	19
NZ_KB908455.1	17683	18414	-1	20
NZ_KB908455.1	18534	18836	-1	21
NZ_KB908455.1	18841	21228	-1	22
NZ_KB908455.1	21244	22227	-1	23
NZ_KB908455.1	22381	22737	-1	24
NZ_KB908455.1	22752	22949	-1	25
NZ_KB908455.1	23022	23462	-1	26
NZ_KB908455.1	23561	25495	-1	27
NZ_KB908455.1	25686	26129	-1	28
NZ_KB908455.1	26217	27092	1	29
NZ_KB908455.1	27089	27832	1	30
NZ_KB908455.1	27849	28052	1	31
NZ_KB908455.1	28125	28733	-1	32
NZ_KB908455.1	28895	30283	1	33
NZ_KB908455.1	30228	31250	1	34
NZ_KB908455.1	31659	32870	-1	35
NZ_KB908455.1	33056	34378	1	36
NZ_KB908455.1	34413	35003	-1	37
NZ_KB908455.1	35624	37546	1	38
NZ_KB908455.1	37568	38836	1	39
NZ_KB908455.1	38845	40365	1	40
NZ_KB908455.1	40397	41092	-1	41
NZ_KB908455.1	41122	41682	1	42
NZ_KB908455.1	41728	42162	-1	43
NZ_KB908455.1	42163	42825	-1	44
NZ_KB908455.1	42835	43122	-1	45
NZ_KB908455.1	43228	43908	1	46
NZ_KB908455.1	43937	44749	1	47
NZ_KB908455.1	44753	45031	1	48
NZ_KB908455.1	45139	46377	-1	49
NZ_KB908455.1	46415	47092	-1	50
NZ_KB908455.1	47097	49016	-1	51
NZ_KB908455.1	49156	50973	1	52
NZ_KB908455.1	50970	51701	-1	53
NZ_KB908455.1	51726	54413	-1	54
NZ_KB908455.1	54410	55357	-1	55
NZ_KB908455.1	55586	56308	1	56
NZ_KB908455.1	56369	57217	-1	57
NZ_KB908455.1	57382	57543	-1	58
NZ_KB908455.1	57767	57955	-1	59
NZ_KB908455.1	58021	58581	-1	60
NZ_KB908455.1	58660	58812	-1	61
NZ_KB908455.1	59197	59571	1	62
NZ_KB908455.1	59645	59848	1	63
NZ_KB908455.1	59930	60139	1	64
NZ_KB908455.1	60358	61260	1	65
NZ_KB908455.1	61263	62555	1	66
NZ_KB908455.1	62552	63610	1	67
NZ_KB908455.1	63611	64681	1	68
NZ_KB908455.1	64678	65268	1	69
NZ_KB908455.1	65268	66005	1	70
NZ_KB908455.1	65987	66760	1	71
NZ_KB908455.1	66753	67361	1	72
NZ_KB908455.1	67701	68111	-1	73
NZ_KB908455.1	68114	69034	-1	74
NZ_KB908455.1	69091	70377	-1	75
NZ_KB908455.1	70469	71002	1	76
NZ_KB908455.1	71016	72533	1	77
NZ_KB908455.1	72561	73424	1	78
NZ_KB908455.1	74943	75272	-1	79
NZ_KB908455.1	75679	76020	-1	80
NZ_KB908455.1	76130	77161	-1	81
NZ_KB908455.1	78777	79130	-1	82
NZ_KB908455.1	79247	79993	-1	83
NZ_KB908455.1	80107	82164	-1	84
NZ_KB908455.1	82601	83521	-1	85
NZ_KB908455.1	83518	83628	-1	86
NZ_KB908455.1	83798	84853	1	87
NZ_KB908455.1	85080	86954	-1	88
NZ_KB908455.1	87007	88173	-1	89
NZ_KB908455.1	88186	90765	-1	90
NZ_KB908455.1	90774	91928	-1	91
NZ_KB908455.1	91973	92851	-1	92
NZ_KB908455.1	92848	93567	-1	93
NZ_KB908455.1	93848	94798	-1	94
NZ_KB908455.1	94831	95253	-1	95
NZ_KB908455.1	95417	95806	-1	96
NZ_KB908455.1	95806	95985	-1	97
NZ_KB908455.1	96062	96853	-1	98
NZ_KB908455.1	96882	97841	-1	99
NZ_KB908455.1	97826	98449	-1	100
NZ_KB908455.1	98453	99457	-1	101
NZ_KB908455.1	99441	100229	-1	102
NZ_KB908455.1	100286	101527	-1	103
NZ_KB908455.1	101599	101835	-1	104
