Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	NZ_KB908456.1_239	267	284	0.00039	17.5	260290	261090	NZ_KB908456.1	239	0.34831460674157305	0.3204225352112676	1
AbiEii_0_CAS-III	NZ_KB908456.1_34	541	284	0.00044	17.4	46410	48032	NZ_KB908456.1	34	0.1589648798521257	0.3028169014084507	-1
AbiEii_0_CAS-III	NZ_KB908457.1_65	271	284	1.8e-05	22.0	71471	72283	NZ_KB908457.1	65	0.4132841328413284	0.38380281690140844	-1
AbiEii_0_CAS-III	NZ_KB908458.1_104	236	284	0.019	12.0	118009	118716	NZ_KB908458.1	104	0.3855932203389831	0.33098591549295775	1
AbiEii_0_CAS-III	NZ_KB908458.1_144	352	284	6.9e-05	20.0	164126	165181	NZ_KB908458.1	144	0.4147727272727273	0.5316901408450704	1
AbiEii_0_CAS-III	NZ_KB908458.1_209	364	284	0.0012	15.9	227189	228280	NZ_KB908458.1	209	0.16483516483516483	0.2112676056338028	1
AbiEii_0_CAS-III	NZ_KB908458.1_3	327	284	2.9e-06	24.5	1717	2697	NZ_KB908458.1	3	0.43119266055045874	0.4823943661971831	-1
AbiEii_0_CAS-III	NZ_KB908458.1_40	307	284	3.6e-09	34.0	46340	47260	NZ_KB908458.1	40	0.31921824104234525	0.3274647887323944	-1
AbiEii_0_CAS-III	NZ_KB908458.1_7	348	284	7.6e-05	19.9	7014	8057	NZ_KB908458.1	7	0.33045977011494254	0.38028169014084506	1
AbiEii_0_CAS-III	NZ_KB908459.1_150	255	284	3.3e-06	24.3	154700	155464	NZ_KB908459.1	150	0.38823529411764707	0.3415492957746479	1
AbiEii_0_CAS-III	NZ_KB908459.1_151	235	284	0.0032	14.5	155464	156168	NZ_KB908459.1	151	0.26382978723404255	0.20422535211267606	1
AbiEii_0_CAS-III	NZ_KB908461.1_97	242	284	0.00025	18.2	90591	91316	NZ_KB908461.1	97	0.5702479338842975	0.545774647887324	1
AbiEii_0_CAS-III	NZ_KB908462.1_93	1133	284	0.0022	15.1	97735	101133	NZ_KB908462.1	93	0.10679611650485436	0.30633802816901406	-1
AbiEii_0_CAS-III	NZ_KB908463.1_18	224	284	0.016	12.3	18380	19051	NZ_KB908463.1	18	0.4732142857142857	0.30633802816901406	1
AbiEii_0_CAS-III	NZ_KB908463.1_38	246	284	0.001	16.1	40659	41396	NZ_KB908463.1	38	0.1951219512195122	0.16901408450704225	1
AbiEii_0_CAS-III	NZ_KB908463.1_63	633	284	4.6e-09	33.7	62731	64629	NZ_KB908463.1	63	0.41706161137440756	0.5880281690140845	-1
AbiEii_0_CAS-III	NZ_KB908464.1_18	596	284	0.0027	14.8	22415	24202	NZ_KB908464.1	18	0.26174496644295303	0.6302816901408451	1
AbiEii_0_CAS-III	NZ_KB908464.1_45	873	284	0.0091	13.0	47781	50399	NZ_KB908464.1	45	0.030927835051546393	0.09507042253521127	-1
AbiEii_0_CAS-III	NZ_KB908464.1_7	634	284	2.9e-11	41.0	4580	6481	NZ_KB908464.1	7	0.21293375394321767	0.38380281690140844	-1
AbiEii_0_CAS-III	NZ_KB908464.1_71	233	284	5.6e-05	20.3	76380	77078	NZ_KB908464.1	71	0.3605150214592275	0.2887323943661972	1
AbiEii_0_CAS-III	NZ_KB908464.1_80	269	284	0.00064	16.8	86800	87606	NZ_KB908464.1	80	0.24907063197026022	0.23591549295774647	-1
AbiEii_0_CAS-III	NZ_KB908464.1_97	224	284	0.0041	14.2	108361	109032	NZ_KB908464.1	97	0.29910714285714285	0.2323943661971831	-1
AbiEii_0_CAS-III	NZ_KB908465.1_75	227	284	0.0074	13.3	73195	73875	NZ_KB908465.1	75	0.3524229074889868	0.28169014084507044	1
AbiEii_0_CAS-III	NZ_KB908465.1_80	584	284	0.016	12.2	78440	80191	NZ_KB908465.1	80	0.13184931506849315	0.2640845070422535	1
AbiEii_0_CAS-III	NZ_KB908466.1_52	354	284	3.6e-05	20.9	60403	61464	NZ_KB908466.1	52	0.23728813559322035	0.3028169014084507	1
AbiEii_0_CAS-III	NZ_KB908466.1_6	444	284	0.0013	15.8	5901	7232	NZ_KB908466.1	6	0.0945945945945946	0.13028169014084506	1
AbiEii_0_CAS-III	NZ_KB908466.1_68	283	284	0.0081	13.2	73877	74725	NZ_KB908466.1	68	0.2968197879858657	0.2605633802816901	-1
AbiEii_0_CAS-III	NZ_KB908466.1_80	501	284	0.0076	13.3	83579	85081	NZ_KB908466.1	80	0.13572854291417166	0.22887323943661972	-1
AbiEii_0_CAS-III	NZ_KB908467.1_16	369	284	8.9e-06	22.9	18295	19401	NZ_KB908467.1	16	0.23848238482384823	0.323943661971831	-1
AbiEii_0_CAS-III	NZ_KB908467.1_22	247	284	5.6e-06	23.6	24293	25033	NZ_KB908467.1	22	0.4291497975708502	0.352112676056338	1
AbiEii_0_CAS-III	NZ_KB908467.1_32	303	284	0.0075	13.3	35574	36482	NZ_KB908467.1	32	0.24422442244224424	0.25704225352112675	-1
AbiEii_0_CAS-III	NZ_KB908468.1_71	493	284	4.3e-11	40.4	69060	70538	NZ_KB908468.1	71	0.2799188640973631	0.33098591549295775	1
AbiEii_0_CAS-III	NZ_KB908470.1_11	229	284	0.00084	16.4	8983	9669	NZ_KB908470.1	11	0.38427947598253276	0.29577464788732394	1
AbiEii_0_CAS-III	NZ_KB908470.1_35	432	284	2.1e-07	28.2	37363	38658	NZ_KB908470.1	35	0.3287037037037037	0.43309859154929575	1
AbiEii_0_CAS-III	NZ_KB908471.1_2	239	284	0.0018	15.4	1910	2626	NZ_KB908471.1	2	0.3807531380753138	0.323943661971831	-1
AbiEii_0_CAS-III	NZ_KB908475.1_8	336	284	0.024	11.7	5977	6984	NZ_KB908475.1	8	0.06845238095238096	0.08098591549295775	-1
AbiEii_1_CAS-III-A	NZ_KB908454.1_267	258	335	0.014	12.0	305089	305862	NZ_KB908454.1	267	0.16279069767441862	0.12238805970149254	1
AbiEii_1_CAS-III-A	NZ_KB908454.1_287	373	335	0.00094	15.9	324117	325235	NZ_KB908454.1	287	0.3163538873994638	0.3611940298507463	-1
AbiEii_1_CAS-III-A	NZ_KB908454.1_32	251	335	0.0013	15.4	30245	30997	NZ_KB908454.1	32	0.3545816733067729	0.26865671641791045	-1
AbiEii_1_CAS-III-A	NZ_KB908454.1_382	256	335	7e-05	19.6	417027	417794	NZ_KB908454.1	382	0.125	0.0955223880597015	-1
AbiEii_1_CAS-III-A	NZ_KB908456.1_174	248	335	0.02	11.5	189919	190662	NZ_KB908456.1	174	0.18951612903225806	0.14029850746268657	-1
AbiEii_1_CAS-III-A	NZ_KB908457.1_65	271	335	9.5e-08	29.0	71471	72283	NZ_KB908457.1	65	0.3247232472324723	0.26865671641791045	-1
AbiEii_1_CAS-III-A	NZ_KB908458.1_209	364	335	0.029	11.0	227189	228280	NZ_KB908458.1	209	0.24725274725274726	0.26865671641791045	1
AbiEii_1_CAS-III-A	NZ_KB908458.1_40	307	335	0.011	12.3	46340	47260	NZ_KB908458.1	40	0.11726384364820847	0.10746268656716418	-1
AbiEii_1_CAS-III-A	NZ_KB908461.1_122	260	335	0.0082	12.8	119129	119908	NZ_KB908461.1	122	0.3230769230769231	0.25671641791044775	-1
AbiEii_1_CAS-III-A	NZ_KB908462.1_17	561	335	6.0	3.4	14096	15778	NZ_KB908462.1	17	0.42780748663101603	0.3492537313432836	1
AbiEii_1_CAS-III-A	NZ_KB908464.1_7	634	335	0.0022	14.6	4580	6481	NZ_KB908464.1	7	0.19242902208201892	0.30149253731343284	-1
AbiEii_1_CAS-III-A	NZ_KB908467.1_22	247	335	8.7e-05	19.3	24293	25033	NZ_KB908467.1	22	0.3684210526315789	0.2746268656716418	1
AbiEii_2_CAS-III-C	NZ_KB908454.1_287	373	440	1.4e-05	22.0	324117	325235	NZ_KB908454.1	287	0.2359249329758713	0.20454545454545456	-1
AbiEii_2_CAS-III-C	NZ_KB908459.1_151	235	440	0.013	12.2	155464	156168	NZ_KB908459.1	151	0.2680851063829787	0.1431818181818182	1
AbiEii_2_CAS-III-C	NZ_KB908467.1_16	369	440	6e-06	23.2	18295	19401	NZ_KB908467.1	16	0.2032520325203252	0.15681818181818183	-1
AbiEii_2_CAS-III-C	NZ_KB908470.1_35	432	440	0.00063	16.5	37363	38658	NZ_KB908470.1	35	0.2986111111111111	0.2840909090909091	1
Can2_Card1_17_CAS-III	NZ_KB908454.1_432	138	380	0.0095	12.1	470088	470501	NZ_KB908454.1	432	0.7681159420289855	0.27631578947368424	-1
Cas10_0_CAS-III	NZ_KB908454.1_261	353	511	0.028	10.7	297203	298261	NZ_KB908454.1	261	0.11898016997167139	0.08414872798434442	-1
Cas10_0_CAS-III	NZ_KB908456.1_145	361	511	0.00024	17.5	159529	160611	NZ_KB908456.1	145	0.18559556786703602	0.13111545988258316	-1
Cas10_0_CAS-III	NZ_KB908466.1_13	524	511	4.1e-06	23.3	16329	17900	NZ_KB908466.1	13	0.4351145038167939	0.4187866927592955	-1
Cas10_0_III	NZ_KB908454.1_261	353	414	0.0079	12.7	297203	298261	NZ_KB908454.1	261	0.12181303116147309	0.09903381642512077	-1
Cas10_0_IIIB	NZ_KB908466.1_13	524	510	0.033	10.4	16329	17900	NZ_KB908466.1	13	0.13358778625954199	0.14313725490196078	-1
Cas10_1_CAS-III	NZ_KB908465.1_34	1101	654	0.032	10.2	29071	32373	NZ_KB908465.1	34	0.05267938237965486	0.06880733944954129	1
Cas10_1_CAS-III	NZ_KB908469.1_18	290	654	0.037	10.0	21692	22561	NZ_KB908469.1	18	0.2689655172413793	0.1162079510703364	1
Cas10_4_CAS-III	NZ_KB908456.1_145	361	772	0.016	10.7	159529	160611	NZ_KB908456.1	145	0.11080332409972299	0.05181347150259067	-1
Cas10_4_CAS-III	NZ_KB908466.1_13	524	772	0.0075	11.8	16329	17900	NZ_KB908466.1	13	0.12404580152671756	0.08808290155440414	-1
Cas10_5_CAS-III	NZ_KB908456.1_145	361	838	0.013	11.1	159529	160611	NZ_KB908456.1	145	0.10526315789473684	0.0477326968973747	-1
Cas10_7_CAS-III	NZ_KB908454.1_261	353	410	0.00087	15.8	297203	298261	NZ_KB908454.1	261	0.17847025495750707	0.16097560975609757	-1
Cas11b_1_CAS-I-B	NZ_KB908454.1_279	117	162	0.019	12.3	316663	317013	NZ_KB908454.1	279	0.358974358974359	0.2654320987654321	1
Cas12a_0_CAS-V-A	NZ_KB908456.1_246	628	1244	0.038	9.2	268855	270738	NZ_KB908456.1	246	0.38057324840764334	0.19212218649517684	-1
Cas12a_0_CAS-V-A	NZ_KB908461.1_52	556	1244	0.02	10.1	46234	47901	NZ_KB908461.1	52	0.26618705035971224	0.12057877813504823	-1
Cas12a_0_VA	NZ_KB908456.1_246	628	1288	1.2	4.1	268855	270738	NZ_KB908456.1	246	0.37261146496815284	0.18245341614906832	-1
Cas12a_0_VA	NZ_KB908467.1_73	287	1288	0.017	10.2	82138	82998	NZ_KB908467.1	73	0.2682926829268293	0.059006211180124224	1
Cas12a_0_VA	NZ_KB908471.1_55	307	1288	0.016	10.3	57490	58410	NZ_KB908471.1	55	0.3127035830618892	0.07065217391304347	1
Cas12f1_0_CAS-V-F	NZ_KB908470.1_26	365	512	0.0002	17.8	25993	27087	NZ_KB908470.1	26	0.4438356164383562	0.3203125	-1
Cas12f1_1_CAS-V-F	NZ_KB908470.1_26	365	557	2.2e-07	27.4	25993	27087	NZ_KB908470.1	26	0.5123287671232877	0.38420107719928187	-1
Cas12f1_2_CAS-V-F	NZ_KB908454.1_118	382	429	3e-13	47.0	128264	129409	NZ_KB908454.1	118	0.40575916230366493	0.372960372960373	1
Cas12f1_2_CAS-V-F	NZ_KB908465.1_6	382	429	1.3e-12	45.0	2862	4007	NZ_KB908465.1	6	0.4607329842931937	0.43356643356643354	1
Cas12f1_2_CAS-V-F	NZ_KB908470.1_26	365	429	8.4e-19	65.3	25993	27087	NZ_KB908470.1	26	0.6301369863013698	0.5011655011655012	-1
Cas12f1_2_CAS-V-F	NZ_KB908473.1_17	382	429	4.1e-13	46.6	16099	17244	NZ_KB908473.1	17	0.4109947643979058	0.3776223776223776	1
Cas12f2_0_CAS-V-F	NZ_KB908454.1_118	382	517	1.8e-42	143.1	128264	129409	NZ_KB908454.1	118	0.7827225130890052	0.6073500967117988	1
Cas12f2_0_CAS-V-F	NZ_KB908465.1_6	382	517	7.4e-40	134.5	2862	4007	NZ_KB908465.1	6	0.8167539267015707	0.6286266924564797	1
Cas12f2_0_CAS-V-F	NZ_KB908470.1_26	365	517	5.5e-18	62.3	25993	27087	NZ_KB908470.1	26	0.5424657534246575	0.43520309477756286	-1
Cas12f2_0_CAS-V-F	NZ_KB908473.1_17	382	517	5.1e-39	131.7	16099	17244	NZ_KB908473.1	17	0.7827225130890052	0.6073500967117988	1
Cas12f2_1_CAS-V-F	NZ_KB908454.1_118	382	422	7.2e-84	279.7	128264	129409	NZ_KB908454.1	118	0.9476439790575916	0.9644549763033176	1
Cas12f2_1_CAS-V-F	NZ_KB908465.1_6	382	422	1.4e-81	272.2	2862	4007	NZ_KB908465.1	6	0.9476439790575916	0.9644549763033176	1
Cas12f2_1_CAS-V-F	NZ_KB908470.1_26	365	422	9.300000000000001e-44	147.6	25993	27087	NZ_KB908470.1	26	0.7506849315068493	0.7014218009478673	-1
Cas12f2_1_CAS-V-F	NZ_KB908473.1_17	382	422	9.7e-83	276.0	16099	17244	NZ_KB908473.1	17	0.9476439790575916	0.9644549763033176	1
Cas12f2_2_CAS-V-F	NZ_KB908454.1_118	382	493	4.9e-63	210.9	128264	129409	NZ_KB908454.1	118	0.8979057591623036	0.7849898580121704	1
Cas12f2_2_CAS-V-F	NZ_KB908465.1_6	382	493	2.1e-61	205.5	2862	4007	NZ_KB908465.1	6	0.9057591623036649	0.7910750507099391	1
Cas12f2_2_CAS-V-F	NZ_KB908470.1_26	365	493	1.5e-27	93.9	25993	27087	NZ_KB908470.1	26	0.6219178082191781	0.5294117647058824	-1
Cas12f2_2_CAS-V-F	NZ_KB908473.1_17	382	493	2.5999999999999998e-61	205.2	16099	17244	NZ_KB908473.1	17	0.8141361256544503	0.6957403651115619	1
Cas12f3_0_CAS-V-F	NZ_KB908454.1_118	382	496	5.1000000000000004e-36	122.1	128264	129409	NZ_KB908454.1	118	0.8481675392670157	0.6733870967741935	1
Cas12f3_0_CAS-V-F	NZ_KB908464.1_14	869	496	0.00053	16.5	16536	19142	NZ_KB908464.1	14	0.13003452243958574	0.24193548387096775	-1
Cas12f3_0_CAS-V-F	NZ_KB908465.1_6	382	496	1.6000000000000002e-33	113.9	2862	4007	NZ_KB908465.1	6	0.8534031413612565	0.6754032258064516	1
Cas12f3_0_CAS-V-F	NZ_KB908470.1_26	365	496	2.1e-27	93.7	25993	27087	NZ_KB908470.1	26	0.5178082191780822	0.3548387096774194	-1
Cas12f3_0_CAS-V-F	NZ_KB908473.1_17	382	496	1.8e-33	113.7	16099	17244	NZ_KB908473.1	17	0.8455497382198953	0.6693548387096774	1
Cas12f4_0_CAS-V-F	NZ_KB908454.1_118	382	577	5.2e-06	22.6	128264	129409	NZ_KB908454.1	118	0.32460732984293195	0.2339688041594454	1
Cas12f4_0_CAS-V-F	NZ_KB908465.1_6	382	577	2.6e-05	20.3	2862	4007	NZ_KB908465.1	6	0.36910994764397903	0.29809358752166376	1
Cas12f4_0_CAS-V-F	NZ_KB908470.1_26	365	577	4.7e-12	42.6	25993	27087	NZ_KB908470.1	26	0.4301369863013699	0.29809358752166376	-1
Cas12f4_0_CAS-V-F	NZ_KB908473.1_17	382	577	6.3e-05	19.0	16099	17244	NZ_KB908473.1	17	0.31675392670157065	0.22876949740034663	1
Cas12f7_0_CAS-V-F	NZ_KB908454.1_118	382	566	2.1e-11	40.8	128264	129409	NZ_KB908454.1	118	0.8272251308900523	0.6307420494699647	1
Cas12f7_0_CAS-V-F	NZ_KB908465.1_6	382	566	7.3e-11	39.0	2862	4007	NZ_KB908465.1	6	0.5890052356020943	0.4204946996466431	1
Cas12f7_0_CAS-V-F	NZ_KB908470.1_26	365	566	6.8e-06	22.6	25993	27087	NZ_KB908470.1	26	0.5561643835616439	0.39045936395759717	-1
Cas12f7_0_CAS-V-F	NZ_KB908473.1_17	382	566	1.9e-10	37.7	16099	17244	NZ_KB908473.1	17	0.4973821989528796	0.3568904593639576	1
Cas1_0_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	317	4.0000000000000006e-34	115.6	28097	29074	NZ_KB908465.1	33	0.8404907975460123	0.8170347003154574	1
Cas1_0_I-II-III	NZ_KB908465.1_33	326	327	2.6000000000000002e-67	224.7	28097	29074	NZ_KB908465.1	33	0.9049079754601227	0.9541284403669725	1
Cas1_0_I-II-III-V	NZ_KB908465.1_33	326	315	9.5e-21	71.4	28097	29074	NZ_KB908465.1	33	0.8466257668711656	0.8285714285714286	1
Cas1_0_IE	NZ_KB908465.1_33	326	269	2.4e-29	99.8	28097	29074	NZ_KB908465.1	33	0.7423312883435583	0.8513011152416357	1
Cas1_0_IF	NZ_KB908465.1_33	326	307	1e-157	521.7	28097	29074	NZ_KB908465.1	33	0.9386503067484663	0.996742671009772	1
Cas1_1_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	261	1.0000000000000001e-60	202.7	28097	29074	NZ_KB908465.1	33	0.8374233128834356	0.9961685823754789	1
Cas1_2_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	306	1.9e-156	517.5	28097	29074	NZ_KB908465.1	33	0.9386503067484663	0.9967320261437909	1
Cas1_3_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	262	5.5e-29	98.7	28097	29074	NZ_KB908465.1	33	0.7423312883435583	0.8740458015267175	1
Cas1_6_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	320	1.7e-06	25.0	28097	29074	NZ_KB908465.1	33	0.696319018404908	0.659375	1
Cas1_7_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	328	4.6e-68	227.2	28097	29074	NZ_KB908465.1	33	0.9079754601226994	0.8597560975609756	1
Cas1_8_CAS-I-II-III-IV-V-VI	NZ_KB908465.1_33	326	283	9.6e-25	84.8	28097	29074	NZ_KB908465.1	33	0.8312883435582822	0.9081272084805654	1
Cas3-Cas2_0_CAS-I-F	NZ_KB908465.1_34	1101	1106	0.0	1312.9	29071	32373	NZ_KB908465.1	34	0.9954586739327884	0.9990958408679927	1
Cas3-Cas2_0_CAS-I-F	NZ_KB908472.1_33	315	1106	0.034	9.3	34448	35392	NZ_KB908472.1	33	0.12063492063492064	0.0352622061482821	-1
Cas3-Cas2_0_IF	NZ_KB908465.1_34	1101	1110	0.0	1318.5	29071	32373	NZ_KB908465.1	34	0.9954586739327884	0.9990990990990991	1
Cas3-Cas2_0_IF	NZ_KB908472.1_33	315	1110	0.038	9.2	34448	35392	NZ_KB908472.1	33	0.12063492063492064	0.03513513513513514	-1
Cas3HD_0_CAS-I	NZ_KB908458.1_12	452	203	0.0037	14.6	11378	12733	NZ_KB908458.1	12	0.09734513274336283	0.20689655172413793	-1
Cas3HD_0_CAS-I	NZ_KB908465.1_34	1101	203	3.3e-12	44.1	29071	32373	NZ_KB908465.1	34	0.25522252497729336	0.8275862068965517	1
Cas3HD_0_CAS-I	NZ_KB908469.1_18	290	203	0.00091	16.6	21692	22561	NZ_KB908469.1	18	0.15517241379310345	0.24630541871921183	1
Cas3HD_0_CAS-I	NZ_KB908473.1_14	417	203	0.021	12.1	11818	13068	NZ_KB908473.1	14	0.12470023980815348	0.17733990147783252	-1
Cas3HD_1_CAS-I	NZ_KB908465.1_34	1101	191	4.3e-05	20.9	29071	32373	NZ_KB908465.1	34	0.04632152588555858	0.2513089005235602	1
Cas3HD_2_CAS-I	NZ_KB908465.1_34	1101	231	3.6e-06	24.2	29071	32373	NZ_KB908465.1	34	0.11171662125340599	0.37662337662337664	1
Cas3_0_CAS-I	NZ_KB908454.1_25	434	353	3e-13	47.1	20940	22241	NZ_KB908454.1	25	0.7004608294930875	0.9036827195467422	-1
Cas3_0_CAS-I	NZ_KB908454.1_394	445	353	9.1e-08	29.0	427062	428396	NZ_KB908454.1	394	0.42696629213483145	0.5439093484419264	-1
Cas3_0_CAS-I	NZ_KB908456.1_200	460	353	9.2e-08	29.0	222982	224361	NZ_KB908456.1	200	0.3521739130434783	0.4730878186968839	1
Cas3_0_CAS-I	NZ_KB908456.1_211	452	353	2.9e-07	27.4	233755	235110	NZ_KB908456.1	211	0.5707964601769911	0.7138810198300283	1
Cas3_0_CAS-I	NZ_KB908457.1_13	460	353	4.8e-10	36.5	12176	13555	NZ_KB908457.1	13	0.6456521739130435	0.9008498583569405	1
Cas3_0_CAS-I	NZ_KB908457.1_80	593	353	4.9e-07	26.6	86454	88232	NZ_KB908457.1	80	0.342327150084317	0.5864022662889519	-1
Cas3_0_CAS-I	NZ_KB908458.1_28	811	353	1.1e-07	28.7	33374	35806	NZ_KB908458.1	28	0.1467324290998767	0.3371104815864023	-1
Cas3_0_CAS-I	NZ_KB908459.1_80	691	353	2.9e-10	37.2	85794	87866	NZ_KB908459.1	80	0.3314037626628075	0.623229461756374	-1
Cas3_0_CAS-I	NZ_KB908462.1_110	435	353	2.7e-08	30.8	118208	119512	NZ_KB908462.1	110	0.5885057471264368	0.7082152974504249	1
Cas3_0_CAS-I	NZ_KB908463.1_115	958	353	0.005	13.5	115745	118618	NZ_KB908463.1	115	0.16701461377870563	0.46175637393767704	-1
Cas3_0_CAS-I	NZ_KB908465.1_34	1101	353	5.6e-15	52.8	29071	32373	NZ_KB908465.1	34	0.17983651226158037	0.48158640226628896	1
Cas3_0_CAS-I	NZ_KB908465.1_72	1146	353	4.8e-09	33.2	67891	71328	NZ_KB908465.1	72	0.22600349040139617	0.9150141643059491	-1
Cas3_0_CAS-I-D	NZ_KB908455.1_51	640	626	0.00027	16.7	47097	49016	NZ_KB908455.1	51	0.065625	0.06869009584664537	-1
Cas3_0_CAS-I-D	NZ_KB908456.1_211	452	626	6e-06	22.2	233755	235110	NZ_KB908456.1	211	0.40707964601769914	0.3003194888178914	1
Cas3_0_CAS-I-U	NZ_KB908454.1_290	774	843	0.0012	14.2	328118	330439	NZ_KB908454.1	290	0.17700258397932817	0.15776986951364175	-1
Cas3_0_CAS-I-U	NZ_KB908457.1_91	581	843	0.0045	12.3	100046	101788	NZ_KB908457.1	91	0.13769363166953527	0.10083036773428232	1
Cas3_0_CAS-I-U	NZ_KB908463.1_115	958	843	0.00089	14.6	115745	118618	NZ_KB908463.1	115	0.06367432150313153	0.06880189798339265	-1
Cas3_0_CAS-I-U	NZ_KB908465.1_34	1101	843	0.00015	17.2	29071	32373	NZ_KB908465.1	34	0.07629427792915532	0.099644128113879	1
Cas3_0_I	NZ_KB908454.1_25	434	358	4e-13	46.6	20940	22241	NZ_KB908454.1	25	0.6981566820276498	0.8994413407821229	-1
Cas3_0_I	NZ_KB908454.1_394	445	358	1.1e-06	25.5	427062	428396	NZ_KB908454.1	394	0.36629213483146067	0.4776536312849162	-1
Cas3_0_I	NZ_KB908456.1_200	460	358	2.9e-07	27.4	222982	224361	NZ_KB908456.1	200	0.46956521739130436	0.6089385474860335	1
Cas3_0_I	NZ_KB908457.1_13	460	358	4e-09	33.5	12176	13555	NZ_KB908457.1	13	0.6391304347826087	0.8910614525139665	1
Cas3_0_I	NZ_KB908457.1_80	593	358	9.2e-07	25.7	86454	88232	NZ_KB908457.1	80	0.3625632377740304	0.6256983240223464	-1
Cas3_0_I	NZ_KB908458.1_28	811	358	3.7e-08	30.3	33374	35806	NZ_KB908458.1	28	0.16399506781750925	0.3743016759776536	-1
Cas3_0_I	NZ_KB908459.1_80	691	358	1.9e-09	34.5	85794	87866	NZ_KB908459.1	80	0.2821997105643994	0.547486033519553	-1
Cas3_0_I	NZ_KB908462.1_110	435	358	6.4e-08	29.5	118208	119512	NZ_KB908462.1	110	0.39770114942528734	0.505586592178771	1
Cas3_0_I	NZ_KB908463.1_115	958	358	0.0065	13.0	115745	118618	NZ_KB908463.1	115	0.06889352818371608	0.1787709497206704	-1
Cas3_0_I	NZ_KB908465.1_34	1101	358	2.2e-14	50.8	29071	32373	NZ_KB908465.1	34	0.18891916439600362	0.5167597765363129	1
